"Accession" "Description" "z_score_TPP" "p_value_TPP" "Sig_Check_TPP"
"Q03667" "Mitochondrial intermembrane space cysteine motif-containing protein MIX17 [OS=Saccharomyces cerevisiae S288C]" 0.527763283547582 0.267111398567584 "Not Significant"
"P36139" "protein PET10 [OS=Saccharomyces cerevisiae S288C]" -0.132899963264502 0.798691138459867 "Not Significant"
"P0C0W9" "60S ribosomal protein L11-A [OS=Saccharomyces cerevisiae S288C]" 1.0909966406923 0.365822784489936 "Not Significant"
"P02293" "Histone H2B.1 [OS=Saccharomyces cerevisiae S288C]" 1.11260689015742 0.305280686394795 "Not Significant"
"P54000" "RNA polymerase II transcriptional coactivator SUB1 [OS=Saccharomyces cerevisiae S288C]" -0.0298309968154626 0.981324848777217 "Not Significant"
"P38266" "Altered inheritance of mitochondria protein 3 [OS=Saccharomyces cerevisiae S288C]" -0.0288785443493267 0.983868218686824 "Not Significant"
"P09457" "ATP synthase subunit 5, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.641393575374559 0.536896483706955 "Not Significant"
"P34221" "protein phosphatase 2c homolog 3 [OS=Saccharomyces cerevisiae S288C]" -0.60208873382521 0.717473679406661 "Not Significant"
"P32527" "zuotin [OS=Saccharomyces cerevisiae S288C]" 0.774288342451971 0.413561514015417 "Not Significant"
"P32461" "2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 [OS=Saccharomyces cerevisiae S288C]" 0.0818656203017722 0.931363002513145 "Not Significant"
"P40513" "Mitochondrial acidic protein MAM33 [OS=Saccharomyces cerevisiae S288C]" -0.743962129881534 0.403170869462484 "Not Significant"
"P69771" "vacuolar protein-sorting-associated protein 46 [OS=Saccharomyces cerevisiae S288C]" -1.52099924608761 0.0477511240871103 "Not Significant"
"Q07657" "Seventh homolog of septin 1 [OS=Saccharomyces cerevisiae S288C]" -0.00641420704264826 0.979803549134357 "Not Significant"
"P47001" "Cell wall mannoprotein CIS3 [OS=Saccharomyces cerevisiae S288C]" -0.429974290383942 0.413016738761101 "Not Significant"
"P40075" "Vesicle-associated membrane protein-associated protein SCS2 [OS=Saccharomyces cerevisiae S288C]" -0.311585654828555 0.808716867525481 "Not Significant"
"Q12449" "Hsp90 co-chaperone AHA1 [OS=Saccharomyces cerevisiae S288C]" -0.0337341831424078 0.963100874961885 "Not Significant"
"Q04175" "Importin beta SMX1 [OS=Saccharomyces cerevisiae S288C]" -0.65186834933217 0.503828690448808 "Not Significant"
"Q08723" "26S proteasome regulatory subunit RPN8 [OS=Saccharomyces cerevisiae S288C]" 0.487470352274698 0.560660712916191 "Not Significant"
"P36076" "Coenzyme A biosynthesis protein 3 [OS=Saccharomyces cerevisiae S288C]" 0.800321209535937 0.68291864225232 "Not Significant"
"P41810" "Coatomer subunit beta [OS=Saccharomyces cerevisiae S288C]" -0.752884179045593 0.796638341425245 "Not Significant"
"Q06608" "Pyridoxamine 5'-phosphate oxidase homolog [OS=Saccharomyces cerevisiae S288C]" 0.158951348698266 0.635819489495021 "Not Significant"
"Q12234" "GRIP domain-containing protein RUD3 [OS=Saccharomyces cerevisiae S288C]" -0.255933575423525 0.764353667269371 "Not Significant"
"O60200" "mitochondrial distribution and morphology protein 35 [OS=Saccharomyces cerevisiae S288C]" -1.38163176716447 0.152504703712013 "Not Significant"
"P53312" "Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 6.74839097338878 0.272395354695805 "Significant"
"P32567" "Phosphatidic acid phosphohydrolase 1 [OS=Saccharomyces cerevisiae S288C]" 0.908300676837613 0.275144392365182 "Not Significant"
"P38237" "Ubiquitin carboxyl-terminal hydrolase 14 [OS=Saccharomyces cerevisiae S288C]" 0.353824671203118 0.569351944831724 "Not Significant"
"Q12271" "Polyphosphatidylinositol phosphatase INP53 [OS=Saccharomyces cerevisiae S288C]" 1.83516433295623 0.0147098387044981 "Not Significant"
"Q05933" "Actin-related protein 2/3 complex subunit 3 [OS=Saccharomyces cerevisiae S288C]" -0.377185638727287 0.817676948630847 "Not Significant"
"Q03088" "Styryl dye vacuolar localization protein 3 [OS=Saccharomyces cerevisiae S288C]" 0.0850976442236913 0.862105370751675 "Not Significant"
"P38276" "UPF0303 protein YBR137W [OS=Saccharomyces cerevisiae S288C]" -0.0789575442263742 0.956085501796917 "Not Significant"
"P41805" "60S ribosomal protein L10 [OS=Saccharomyces cerevisiae S288C]" 0.653117638952664 0.637752430529667 "Not Significant"
"P36037" "Protein DOA1 [OS=Saccharomyces cerevisiae S288C]" -0.23911130939595 0.668764314269176 "Not Significant"
"P22138" "DNA-directed RNA polymerase I subunit RPA135 [OS=Saccharomyces cerevisiae S288C]" 2.19251279213068 0.579773707165763 "Significant"
"P38250" "Increased sodium tolerance protein 2 [OS=Saccharomyces cerevisiae S288C]" -2.49662868359433 0.0576783025236118 "Significant"
"P32473" "Pyruvate dehydrogenase E1 component subunit beta, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.499075484076896 0.783841598804322 "Not Significant"
"P32568" "Protein SNQ2 [OS=Saccharomyces cerevisiae S288C]" -5.60093510811576 0.20207405664515 "Significant"
"P49367" "Homoaconitase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.0321178668701791 0.962535266373695 "Not Significant"
"P04650" "60S ribosomal protein L39 [OS=Saccharomyces cerevisiae S288C]" 0.357813347013906 0.558300980142308 "Not Significant"
"P53228" "Transaldolase NQM1 [OS=Saccharomyces cerevisiae S288C]" 0.327032005438935 0.696590356633356 "Not Significant"
"P32337" "Importin subunit beta-3 [OS=Saccharomyces cerevisiae S288C]" 0.252182641726872 0.7683631998579 "Not Significant"
"Q04869" "Uncharacterized protein YMR315W [OS=Saccharomyces cerevisiae S288C]" 0.379527170715897 0.724080529146576 "Not Significant"
"P25342" "cell division control protein 10 [OS=Saccharomyces cerevisiae S288C]" -0.223260405334716 0.715958006310348 "Not Significant"
"P20133" "Geranylgeranyl transferase type-2 subunit beta [OS=Saccharomyces cerevisiae S288C]" 4.2264556844906 0.0866313856852461 "Significant"
"P22768" "Argininosuccinate synthase [OS=Saccharomyces cerevisiae S288C]" 0.593086367294732 0.453753834890347 "Not Significant"
"P42940" "Probable electron transfer flavoprotein subunit beta [OS=Saccharomyces cerevisiae S288C]" -0.138364442776577 0.836206499187032 "Not Significant"
"P19880" "AP-1-like transcription factor YAP1 [OS=Saccharomyces cerevisiae S288C]" 0.101966183774061 0.870287549159128 "Not Significant"
"Q06505" "Transcription factor SPN1 [OS=Saccharomyces cerevisiae S288C]" 0.77351798364361 0.508746320537383 "Not Significant"
"P00127" "Cytochrome b-c1 complex subunit 6 [OS=Saccharomyces cerevisiae S288C]" -1.06879512616647 0.355621569353946 "Not Significant"
"P36121" "DNA-directed RNA polymerase III subunit RPC5 [OS=Saccharomyces cerevisiae S288C]" -0.418635858474274 0.43209894579835 "Not Significant"
"P40096" "Negative cofactor 2 complex subunit alpha [OS=Saccharomyces cerevisiae S288C]" 0.390604708980219 0.493931038406902 "Not Significant"
"P38203" "U6 snRNA-associated Sm-like protein LSm2 [OS=Saccharomyces cerevisiae S288C]" 0.325879134057746 0.728898950291044 "Not Significant"
"P39517" "ATP-dependent RNA helicase DHH1 [OS=Saccharomyces cerevisiae S288C]" 0.393647412383138 0.723582169829163 "Not Significant"
"P53044" "Ubiquitin fusion degradation protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.340173861537245 0.749314083000476 "Not Significant"
"P52917" "Vacuolar protein sorting-associated protein 4 [OS=Saccharomyces cerevisiae S288C]" -0.895099322764525 0.339410679900906 "Not Significant"
"P20436" "DNA-directed RNA polymerases I, II, and III subunit RPABC3 [OS=Saccharomyces cerevisiae S288C]" 0.260808581407315 0.717540622765115 "Not Significant"
"P00175" "Cytochrome b2, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.652397545894707 0.275194456257613 "Not Significant"
"Q06449" "[PSI+] inducibility protein 3 [OS=Saccharomyces cerevisiae S288C]" -1.10582290341002 0.263186182571322 "Not Significant"
"P38765" "Uncharacterized isomerase YHI9 [OS=Saccharomyces cerevisiae S288C]" -0.537082306228927 0.705569752201856 "Not Significant"
"P53616" "Probable secreted beta-glucosidase SUN4 [OS=Saccharomyces cerevisiae S288C]" -0.267448678579106 0.782615125255217 "Not Significant"
"P31380" "ATP-dependent helicase FUN30 [OS=Saccharomyces cerevisiae S288C]" 0.769958829570634 0.233897180190525 "Not Significant"
"P32914" "Transcription elongation factor Spt4 [OS=Saccharomyces cerevisiae S288C]" 0.157821926305859 0.836586893846165 "Not Significant"
"Q12265" "Ribose-phosphate pyrophosphokinase 5 [OS=Saccharomyces cerevisiae S288C]" 0.0821435577269001 0.839570370814931 "Not Significant"
"P07703" "DNA-directed RNA polymerases I and III subunit RPAC1 [OS=Saccharomyces cerevisiae S288C]" -0.162125648713553 0.922798529645614 "Not Significant"
"P53743" "Pre-rRNA-processing protein esf2 [OS=Saccharomyces cerevisiae S288C]" 1.21316516008465 0.534342148679053 "Not Significant"
"Q03835" "Monothiol glutaredoxin-3 [OS=Saccharomyces cerevisiae S288C]" 1.24156920793278 0.199409691145738 "Not Significant"
"P38836" "Putative metallocarboxypeptidase ECM14 [OS=Saccharomyces cerevisiae S288C]" 0.200027507973889 0.406457479572079 "Not Significant"
"P28319" "Cell wall protein CWP1 [OS=Saccharomyces cerevisiae S288C]" 1.10402948754958 0.711440943368393 "Not Significant"
"Q12489" "Cysteine-rich and transmembrane domain-containing protein YDL012C [OS=Saccharomyces cerevisiae S288C]" -1.07259353086762 0.594419987209068 "Not Significant"
"Q08581" "kinetochore protein SLK19 [OS=Saccharomyces cerevisiae S288C]" 1.54568737625591 0.175442399044467 "Not Significant"
"Q12154" "ATPase get3 [OS=Saccharomyces cerevisiae S288C]" -0.91788333019895 0.403885896014089 "Not Significant"
"P38234" "Protein RFS1 [OS=Saccharomyces cerevisiae S288C]" -1.81088884646083 0.0302059383329502 "Not Significant"
"P53297" "PAB1-binding protein 1 [OS=Saccharomyces cerevisiae S288C]" 1.42137361517125 0.347959839203436 "Not Significant"
"P11745" "Ran GTPase-activating protein 1 [OS=Saccharomyces cerevisiae S288C]" 1.35683253128029 0.366518658383611 "Not Significant"
"Q99312" "IMP-specific 5'-nucleotidase 1 [OS=Saccharomyces cerevisiae S288C]" -0.357299041780858 0.683100496804327 "Not Significant"
"Q06682" "UBX domain-containing protein 5 [OS=Saccharomyces cerevisiae S288C]" -1.71968256642892 0.287058790802367 "Not Significant"
"P32795" "Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 [OS=Saccharomyces cerevisiae S288C]" 1.15948761645827 0.117921153511091 "Not Significant"
"P33322" "H/ACA ribonucleoprotein complex subunit 4 [OS=Saccharomyces cerevisiae S288C]" -0.237238761790109 0.836269585189344 "Not Significant"
"P26754" "Replication factor A protein 2 [OS=Saccharomyces cerevisiae S288C]" 0.279093330972406 0.468075532510726 "Not Significant"
"Q03774" "tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82 [OS=Saccharomyces cerevisiae S288C]" 2.71847549860214 0.14104719108388 "Significant"
"P02294" "Histone H2B.2 [OS=Saccharomyces cerevisiae S288C]" 2.54648787171286 0.180125609274982 "Significant"
"Q03640" "Tricalbin-3 [OS=Saccharomyces cerevisiae S288C]" -0.0953581440398083 0.843032568813366 "Not Significant"
"P47116" "Serine/threonine-protein kinase PTK2/STK2 [OS=Saccharomyces cerevisiae S288C]" 1.06955817179147 0.405576034655875 "Not Significant"
"P21306" "ATP synthase subunit epsilon, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.313657920594654 0.827043672528931 "Not Significant"
"P38260" "Hsp70 nucleotide exchange factor FES1 [OS=Saccharomyces cerevisiae S288C]" -1.43437622757064 0.298098866480257 "Not Significant"
"Q04062" "26S proteasome regulatory subunit RPN9 [OS=Saccharomyces cerevisiae S288C]" -0.297502694082015 0.862247504461498 "Not Significant"
"P34087" "DNA-directed RNA polymerase II subunit rpb7 [OS=Saccharomyces cerevisiae S288C]" -0.466570890171521 0.787228105561337 "Not Significant"
"P52490" "Ubiquitin-conjugating enzyme E2 13 [OS=Saccharomyces cerevisiae S288C]" 0.0708626253793343 0.841544162534405 "Not Significant"
"P39111" "V-type proton ATPase subunit F [OS=Saccharomyces cerevisiae S288C]" 0.182042752974008 0.840321889346926 "Not Significant"
"P0CX26" "60S ribosomal protein L43-B [OS=Saccharomyces cerevisiae S288C]" 1.17337882011726 0.58956062766664 "Not Significant"
"P32898" "Mitochondrial presequence protease [OS=Saccharomyces cerevisiae S288C]" -0.736563806827903 0.289989223532426 "Not Significant"
"P40561" "RNA-binding protein SGN1 [OS=Saccharomyces cerevisiae S288C]" -0.938495472748624 0.69784540657051 "Not Significant"
"Q12296" "Protein MAM3 [OS=Saccharomyces cerevisiae S288C]" 1.10252622901757 0.337219336898397 "Not Significant"
"P53191" "Phosphatidylinositol 3-phosphate-binding protein 2 [OS=Saccharomyces cerevisiae S288C]" 3.02701063812623 0.025202372785512 "Significant"
"P53738" "Multifunctional methyltransferase subunit trm112 [OS=Saccharomyces cerevisiae S288C]" 0.5997274111965 0.132737716157068 "Not Significant"
"P40024" "ABC transporter ATP-binding protein ARB1 [OS=Saccharomyces cerevisiae S288C]" 0.543475876966345 0.405869484505711 "Not Significant"
"P32565" "26S proteasome regulatory subunit RPN2 [OS=Saccharomyces cerevisiae S288C]" 0.666120484076672 0.111237521486555 "Not Significant"
"P40087" "DNA damage-inducible protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.0603921682592789 0.873231515351524 "Not Significant"
"P33299" "26S protease regulatory subunit 7 homolog [OS=Saccharomyces cerevisiae S288C]" -0.418688847703244 0.707196625730448 "Not Significant"
"P33338" "Protein SLA2 [OS=Saccharomyces cerevisiae S288C]" 0.494745799003316 0.606269494681755 "Not Significant"
"P36017" "Vacuolar protein sorting-associated protein 21 [OS=Saccharomyces cerevisiae S288C]" -1.56513392846985 0.805492313980429 "Not Significant"
"O13535" "Transposon Ty1-H Gag-Pol polyprotein [OS=Saccharomyces cerevisiae S288C]" -0.594422637254323 0.403019326580511 "Not Significant"
"Q6Q547" "H/ACA ribonucleoprotein complex subunit 3 [OS=Saccharomyces cerevisiae S288C]" 0.31312748744024 0.54800095304624 "Not Significant"
"P40462" "protein TMA108 [OS=Saccharomyces cerevisiae S288C]" 0.148267249016655 0.624354332094355 "Not Significant"
"Q03919" "NEDD8-like protein RUB1 [OS=Saccharomyces cerevisiae S288C]" 1.17621725807959 0.135654858123139 "Not Significant"
"P40217" "Eukaryotic translation initiation factor 3 subunit I [OS=Saccharomyces cerevisiae S288C]" -0.733329155204011 0.313942350648701 "Not Significant"
"P27796" "3-ketoacyl-CoA thiolase, peroxisomal [OS=Saccharomyces cerevisiae S288C]" -0.42877860036607 0.739451391952126 "Not Significant"
"Q01662" "Methionine aminopeptidase 1 [OS=Saccharomyces cerevisiae S288C]" 1.54640539907415 0.105625990967382 "Not Significant"
"P32529" "DNA-directed RNA polymerase I subunit RPA12 [OS=Saccharomyces cerevisiae S288C]" 0.292692047738654 0.513371445967792 "Not Significant"
"P28273" "5-oxoprolinase [OS=Saccharomyces cerevisiae S288C]" -0.276372073459384 0.65455173403789 "Not Significant"
"P22147" "5'-3' exoribonuclease 1 [OS=Saccharomyces cerevisiae S288C]" 0.437869500312002 0.619021034907268 "Not Significant"
"Q03322" "t-SNARE affecting a late Golgi compartment protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.483652202237075 0.624350501623562 "Not Significant"
"Q12499" "Nucleolar protein 58 [OS=Saccharomyces cerevisiae S288C]" -0.344965646729228 0.603543983515046 "Not Significant"
"P28272" "Dihydroorotate dehydrogenase (Fumarate) [OS=Saccharomyces cerevisiae S288C]" -0.110697632390825 0.850511304797354 "Not Significant"
"P54858" "Protein DOS2 [OS=Saccharomyces cerevisiae S288C]" 6.73486478600619 0.00636985963684047 "Significant"
"Q12163" "NAP1-binding protein 2 [OS=Saccharomyces cerevisiae S288C]" -1.46840324015347 0.19215933410173 "Not Significant"
"P38840" "Aromatic amino acid aminotransferase 2 [OS=Saccharomyces cerevisiae S288C]" -0.126040393806691 0.855501585218545 "Not Significant"
"P20840" "Alpha-agglutinin [OS=Saccharomyces cerevisiae S288C]" 0.323985207614032 0.413141490567903 "Not Significant"
"Q03104" "Meiotic sister chromatid recombination protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.814538965603025 0.4648967854971 "Not Significant"
"P16547" "Mitochondrial outer membrane protein OM45 [OS=Saccharomyces cerevisiae S288C]" -0.53003836490928 0.515442347704188 "Not Significant"
"P05748" "60S ribosomal protein L15-A [OS=Saccharomyces cerevisiae S288C]" 0.0599463841505952 0.973016086548418 "Not Significant"
"Q6Q546" "Ubiquitin-like modifier hub1 [OS=Saccharomyces cerevisiae S288C]" 0.202473470438664 0.675458153003908 "Not Significant"
"Q03323" "COMPASS component SDC1 [OS=Saccharomyces cerevisiae S288C]" 0.27251036739503 0.69602662189324 "Not Significant"
"P32867" "Protein SSO1 [OS=Saccharomyces cerevisiae S288C]" -0.558327955634855 0.721237837794863 "Not Significant"
"P23202" "Transcriptional regulator URE2 [OS=Saccharomyces cerevisiae S288C]" 0.0334578568318689 0.694961563305006 "Not Significant"
"P53929" "Uncharacterized protein YNL108C [OS=Saccharomyces cerevisiae S288C]" 0.498392143284383 0.458304873041753 "Not Significant"
"Q00711" "Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 2.67685192259225 0.000772545089173306 "Significant"
"P38777" "Family of serine hydrolases 1 [OS=Saccharomyces cerevisiae S288C]" -0.729312666919651 0.513312309339366 "Not Significant"
"Q06152" "Uncharacterized protein YLR271W [OS=Saccharomyces cerevisiae S288C]" -0.227449897829621 0.811601008575697 "Not Significant"
"Q99321" "Diphosphoinositol polyphosphate phosphohydrolase DDP1 [OS=Saccharomyces cerevisiae S288C]" 3.00641518077516 0.0112897775239261 "Significant"
"Q99395" "Uncharacterized protein YPL229W [OS=Saccharomyces cerevisiae S288C]" 6.48749095634649 0.0323443897124874 "Significant"
"P41057" "40S ribosomal protein S29-A [OS=Saccharomyces cerevisiae S288C]" -0.429612717195942 0.514499414190931 "Not Significant"
"P21538" "DNA-binding protein REB1 [OS=Saccharomyces cerevisiae S288C]" -0.648660076470207 0.452601787847309 "Not Significant"
"P0CX29" "40S ribosomal protein S23-A [OS=Saccharomyces cerevisiae S288C]" 1.17523596512025 0.214865072975037 "Not Significant"
"Q04439" "Myosin-5 [OS=Saccharomyces cerevisiae S288C]" 0.809474451192021 0.41430189386879 "Not Significant"
"P19955" "37S ribosomal protein YMR-31, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.215415622518892 0.773390772943052 "Not Significant"
"P38787" "2-dehydropantoate 2-reductase [OS=Saccharomyces cerevisiae S288C]" -0.231007003738115 0.797325061103181 "Not Significant"
"Q01217" "Protein ARG5,6, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.304494730144821 0.682752935770085 "Not Significant"
"P38716" "uncharacterized trans-sulfuration enzyme YHR112C [OS=Saccharomyces cerevisiae S288C]" -1.45684588774993 0.243158271788953 "Not Significant"
"Q03390" "Vacuolar protein-sorting-associated protein 60 [OS=Saccharomyces cerevisiae S288C]" 3.49337686373354 0.0742726967887781 "Significant"
"P32895" "ribose-phosphate pyrophosphokinase 1 [OS=Saccharomyces cerevisiae S288C]" 1.00113387616333 0.397582896446515 "Not Significant"
"P47123" "Nuclear import protein MOG1 [OS=Saccharomyces cerevisiae S288C]" 1.20816348725627 0.571412930203109 "Not Significant"
"Q04401" "Succinate dehydrogenase assembly factor 3, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.458611923335635 0.440368785547991 "Not Significant"
"P10869" "Aspartokinase [OS=Saccharomyces cerevisiae S288C]" 0.92399361731379 0.13874608354244 "Not Significant"
"P16451" "Pyruvate dehydrogenase complex protein X component, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 1.00059758901051 0.540136733118866 "Not Significant"
"P21182" "S-adenosylmethionine decarboxylase proenzyme [OS=Saccharomyces cerevisiae S288C]" 0.313974841485342 0.699461532626357 "Not Significant"
"Q06705" "phosphatidylinositol transfer protein CSR1 [OS=Saccharomyces cerevisiae S288C]" 0.767616272759749 0.309488162763422 "Not Significant"
"Q12500" "Late secretory pathway protein avl9 [OS=Saccharomyces cerevisiae S288C]" -1.0154643195723 0.0329085777860935 "Not Significant"
"P39523" "Uncharacterized protein YMR124W [OS=Saccharomyces cerevisiae S288C]" 3.77271531709748 0.000930777059666648 "Significant"
"P01119" "Ras-like protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.609710433158503 0.601752344342067 "Not Significant"
"P53183" "putative uncharacterized oxidoreductase YGL039W [OS=Saccharomyces cerevisiae S288C]" 1.51470105717493 0.4110147825968 "Not Significant"
"P25374" "Cysteine desulfurase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.264674813024385 0.886544724099246 "Not Significant"
"P33313" "Hsp70/Hsp90 co-chaperone cns1 [OS=Saccharomyces cerevisiae S288C]" -0.217849269601121 0.176676827616819 "Not Significant"
"P38817" "ADP-ribosylation factor-binding protein GGA2 [OS=Saccharomyces cerevisiae S288C]" 0.478939801353584 0.670114880659156 "Not Significant"
"P06104" "Ubiquitin-conjugating enzyme E2 2 [OS=Saccharomyces cerevisiae S288C]" -0.565385565731492 0.254197495518234 "Not Significant"
"Q02753" "60S ribosomal protein L21-A [OS=Saccharomyces cerevisiae S288C]" 0.433497998745182 0.858997594366935 "Not Significant"
"Q08641" "tRNA(Thr) (cytosine(32)-N(3))-methyltransferase [OS=Saccharomyces cerevisiae S288C]" -1.87416816371321 0.23209202993009 "Not Significant"
"O13297" "mRNA-capping enzyme subunit beta [OS=Saccharomyces cerevisiae S288C]" 1.6377989580271 0.52714818662038 "Not Significant"
"P38710" "Inositol monophosphatase 1 [OS=Saccharomyces cerevisiae S288C]" -0.622585427011769 0.187764589046531 "Not Significant"
"P05986" "cAMP-dependent protein kinase type 3 [OS=Saccharomyces cerevisiae S288C]" 2.13461338430759 0.125036446613511 "Significant"
"Q08601" "Metacaspase-1 [OS=Saccharomyces cerevisiae S288C]" -0.558026695146788 0.704004872933479 "Not Significant"
"P23493" "Mitochondrial biogenesis regulation protein 1 [OS=Saccharomyces cerevisiae S288C]" 1.05357102191232 0.121713945034344 "Not Significant"
"P36166" "Paxillin-like protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.32472066834784 0.615803140091876 "Not Significant"
"P35997" "40S ribosomal protein S27-A [OS=Saccharomyces cerevisiae S288C]" 0.528357824461324 0.750883261262984 "Not Significant"
"P40413" "T-complex protein 1 subunit epsilon [OS=Saccharomyces cerevisiae S288C]" 3.50594749217805 0.135486075370975 "Significant"
"P32497" "Eukaryotic translation initiation factor 3 subunit C [OS=Saccharomyces cerevisiae S288C]" 0.27884325487933 0.774833908890201 "Not Significant"
"P53853" "Vacuolar protein sorting-associated protein 75 [OS=Saccharomyces cerevisiae S288C]" 0.408457393893331 0.685801291811519 "Not Significant"
"Q12515" "Protein PAR32 [OS=Saccharomyces cerevisiae S288C]" 0.121384551765561 0.828643525871105 "Not Significant"
"P53890" "Bud neck protein 5 [OS=Saccharomyces cerevisiae S288C]" 0.189975976801297 0.795725767385259 "Not Significant"
"P42941" "phosphoserine phosphatase [OS=Saccharomyces cerevisiae S288C]" 0.340868623417987 0.674232408332696 "Not Significant"
"P32458" "cell division control protein 11 [OS=Saccharomyces cerevisiae S288C]" 0.204152551216806 0.702295818311192 "Not Significant"
"Q12349" "ATP synthase subunit H, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -1.21079817842206 0.155033204122222 "Not Significant"
"P32617" "chromatin-remodeling complex subunit ies6 [OS=Saccharomyces cerevisiae S288C]" 0.736749344130568 0.0480670634476985 "Not Significant"
"P28006" "Serine/threonine-protein phosphatase 1 regulatory subunit GAC1 [OS=Saccharomyces cerevisiae S288C]" 4.98508599399826 0.240891930095356 "Significant"
"P0CX23" "60S ribosomal protein L20-A [OS=Saccharomyces cerevisiae S288C]" 1.0756806059691 0.613206345291121 "Not Significant"
"P32474" "Protein disulfide-isomerase EUG1 [OS=Saccharomyces cerevisiae S288C]" -1.51486396320868 0.186594745710101 "Not Significant"
"P38801" "Exosome complex protein LRP1 [OS=Saccharomyces cerevisiae S288C]" -0.568494048429418 0.398641324267538 "Not Significant"
"P53550" "m7GpppN-mRNA hydrolase [OS=Saccharomyces cerevisiae S288C]" -0.0428724015233709 0.972259942129739 "Not Significant"
"Q12480" "Probable electron transfer flavoprotein subunit alpha, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 1.42675102546298 0.179575349153448 "Not Significant"
"P0CX47" "40S ribosomal protein S11-A [OS=Saccharomyces cerevisiae S288C]" 0.135455147964151 0.949353327278741 "Not Significant"
"P23292" "Casein kinase I homolog 2 [OS=Saccharomyces cerevisiae S288C]" 0.391516475184643 0.733698605851431 "Not Significant"
"P25654" "UPF0587 protein YCR090C [OS=Saccharomyces cerevisiae S288C]" 0.607989379810331 0.472636366247675 "Not Significant"
"P06102" "General negative regulator of transcription subunit 3 [OS=Saccharomyces cerevisiae S288C]" 1.05794372816203 0.371566638372848 "Not Significant"
"Q03954" "DASH complex subunit SPC19 [OS=Saccharomyces cerevisiae S288C]" -0.0680194582907083 0.958055564002494 "Not Significant"
"Q05931" "Heat shock protein SSQ1, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 1.86588467610734 0.106554249355492 "Not Significant"
"Q08422" "AN1-type zinc finger protein TMC1 [OS=Saccharomyces cerevisiae S288C]" 0.394041787099053 0.872070911971805 "Not Significant"
"P25644" "DNA topoisomerase 2-associated protein PAT1 [OS=Saccharomyces cerevisiae S288C]" -0.654837205678966 0.756985497256389 "Not Significant"
"Q12522" "eukaryotic translation initiation factor 6 [OS=Saccharomyces cerevisiae S288C]" -0.0892528259096618 0.954563792090611 "Not Significant"
"P32351" "sugar utilization regulatory protein IMP2 [OS=Saccharomyces cerevisiae S288C]" 3.53474305346712 0.288512847966867 "Significant"
"P47137" "Uncharacterized oxidoreductase YJR096W [OS=Saccharomyces cerevisiae S288C]" -1.09796053180309 0.585866704755345 "Not Significant"
"P11075" "protein transport protein SEC7 [OS=Saccharomyces cerevisiae S288C]" -0.744912154409303 0.647571558361665 "Not Significant"
"P06782" "Carbon catabolite-derepressing protein kinase [OS=Saccharomyces cerevisiae S288C]" 0.359163997087386 0.633186575791142 "Not Significant"
"Q05809" "Cytochrome oxidase assembly factor 4 [OS=Saccharomyces cerevisiae S288C]" -0.938445310656453 0.0389272701380258 "Not Significant"
"P04046" "amidophosphoribosyltransferase [OS=Saccharomyces cerevisiae S288C]" 0.0924284780917424 0.71182071300559 "Not Significant"
"Q12156" "Protein AIM7 [OS=Saccharomyces cerevisiae S288C]" 0.3474579844966 0.681246846614317 "Not Significant"
"P41058" "40S ribosomal protein S29-B [OS=Saccharomyces cerevisiae S288C]" -0.137585945909559 0.889200749850245 "Not Significant"
"P36046" "Mitochondrial intermembrane space import and assembly protein 40 [OS=Saccharomyces cerevisiae S288C]" 1.08668436614905 0.349920657284028 "Not Significant"
"P01123" "GTP-binding protein ypt1 [OS=Saccharomyces cerevisiae S288C]" -0.574089751442466 0.559617331409122 "Not Significant"
"P42938" "Probable ATP-dependent kinase TDA10 [OS=Saccharomyces cerevisiae S288C]" -0.074679768219081 0.95606773263725 "Not Significant"
"P57743" "U6 snRNA-associated Sm-like protein LSm3 [OS=Saccharomyces cerevisiae S288C]" 0.810709021431719 0.0989748586249994 "Not Significant"
